
Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2018,"Côte d'Ivoire",Iraq,"Refugees (incl. refugee-like situations)",5
2018,"Côte d'Ivoire",Cambodia,"Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire",Lebanon,Asylum-seekers,*
2018,"Côte d'Ivoire",Lebanon,"Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire",Liberia,Asylum-seekers,54
2018,"Côte d'Ivoire",Liberia,"Others of concern",88
2018,"Côte d'Ivoire",Liberia,"Refugees (incl. refugee-like situations)",906
2018,"Côte d'Ivoire","Sri Lanka","Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire",Mali,Asylum-seekers,*
2018,"Côte d'Ivoire",Mali,"Refugees (incl. refugee-like situations)",6
2018,"Côte d'Ivoire",Mauritania,Asylum-seekers,9
2018,"Côte d'Ivoire",Niger,Asylum-seekers,*
2018,"Côte d'Ivoire",Nigeria,Asylum-seekers,*
2018,"Côte d'Ivoire",Nigeria,"Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire",Rwanda,Asylum-seekers,*
2018,"Côte d'Ivoire",Rwanda,"Refugees (incl. refugee-like situations)",46
2018,"Côte d'Ivoire",Sudan,Asylum-seekers,*
2018,"Côte d'Ivoire",Sudan,"Refugees (incl. refugee-like situations)",9
2018,"Côte d'Ivoire",Senegal,Asylum-seekers,*
2018,"Côte d'Ivoire","Sierra Leone",Asylum-seekers,*
2018,"Côte d'Ivoire","Sierra Leone","Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire",Somalia,"Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire","South Sudan",Asylum-seekers,*
2018,"Côte d'Ivoire","South Sudan","Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire","Syrian Arab Rep.",Asylum-seekers,8
2018,"Côte d'Ivoire","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",92
2018,"Côte d'Ivoire",Chad,Asylum-seekers,*
2018,"Côte d'Ivoire",Chad,"Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire",Togo,Asylum-seekers,14
2018,"Côte d'Ivoire",Togo,"Refugees (incl. refugee-like situations)",15
2018,"Côte d'Ivoire",Turkey,Asylum-seekers,8
2018,"Côte d'Ivoire",Turkey,"Refugees (incl. refugee-like situations)",20
2018,"Côte d'Ivoire","Viet Nam","Refugees (incl. refugee-like situations)",*
2018,"Côte d'Ivoire",Stateless,"Stateless persons",692000
2018,"Côte d'Ivoire",Yemen,Asylum-seekers,*
2018,"Côte d'Ivoire",Yemen,"Refugees (incl. refugee-like situations)",*
2018,Cameroon,Angola,Asylum-seekers,*
2018,Cameroon,Angola,"Refugees (incl. refugee-like situations)",*
2018,Cameroon,Burundi,Asylum-seekers,25
2018,Cameroon,Burundi,"Refugees (incl. refugee-like situations)",70
2018,Cameroon,"Burkina Faso",Asylum-seekers,23
2018,Cameroon,"Central African Rep.",Asylum-seekers,6533
2018,Cameroon,"Central African Rep.","Refugees (incl. refugee-like situations)",274688
2018,Cameroon,"Côte d'Ivoire",Asylum-seekers,86
2018,Cameroon,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",70
2018,Cameroon,Cameroon,"Internally displaced persons",668494
2018,Cameroon,Cameroon,"Others of concern",6
2018,Cameroon,Cameroon,"Returned IDPs",67653
2018,Cameroon,"Dem. Rep. of the Congo",Asylum-seekers,178
2018,Cameroon,"Dem. Rep. of the Congo","Others of concern",*
2018,Cameroon,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",534
2018,Cameroon,Congo,Asylum-seekers,22
2018,Cameroon,Congo,"Refugees (incl. refugee-like situations)",54
2018,Cameroon,Algeria,Asylum-seekers,*
2018,Cameroon,Eritrea,Asylum-seekers,*
2018,Cameroon,Gabon,Asylum-seekers,*
2018,Cameroon,Gabon,"Refugees (incl. refugee-like situations)",*
2018,Cameroon,Ghana,Asylum-seekers,*
2018,Cameroon,Ghana,"Refugees (incl. refugee-like situations)",*
2018,Cameroon,Guinea,Asylum-seekers,174
2018,Cameroon,Guinea,"Refugees (incl. refugee-like situations)",12
2018,Cameroon,Gambia,Asylum-seekers,6
2018,Cameroon,Guinea-Bissau,Asylum-seekers,12
2018,Cameroon,"Equatorial Guinea",Asylum-seekers,*
2018,Cameroon,"Equatorial Guinea","Refugees (incl. refugee-like situations)",*
2018,Cameroon,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",*
2018,Cameroon,Israel,Asylum-seekers,*
2018,Cameroon,Cambodia,"Refugees (incl. refugee-like situations)",*
2018,Cameroon,Liberia,Asylum-seekers,*
2018,Cameroon,Liberia,"Refugees (incl. refugee-like situations)",9
2018,Cameroon,Morocco,"Refugees (incl. refugee-like situations)",7
2018,Cameroon,Mali,Asylum-seekers,162
2018,Cameroon,Mali,"Refugees (incl. refugee-like situations)",*
2018,Cameroon,Mauritania,Asylum-seekers,*
2018,Cameroon,Mauritania,"Refugees (incl. refugee-like situations)",*
2018,Cameroon,Niger,Asylum-seekers,20
2018,Cameroon,Nigeria,Asylum-seekers,39
2018,Cameroon,Nigeria,"Others of concern",13
2018,Cameroon,Nigeria,"Refugees (incl. refugee-like situations)",102287
2018,Cameroon,Pakistan,Asylum-seekers,*
2018,Cameroon,Rwanda,Asylum-seekers,195
2018,Cameroon,Rwanda,"Refugees (incl. refugee-like situations)",863
2018,Cameroon,Sudan,Asylum-seekers,40
2018,Cameroon,Sudan,"Refugees (incl. refugee-like situations)",94
2018,Cameroon,Senegal,Asylum-seekers,19
2018,Cameroon,"Sierra Leone",Asylum-seekers,9
2018,Cameroon,"South Sudan",Asylum-seekers,*
2018,Cameroon,"South Sudan","Refugees (incl. refugee-like situations)",13
2018,Cameroon,"Syrian Arab Rep.",Asylum-seekers,6
2018,Cameroon,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",22
2018,Cameroon,Chad,Asylum-seekers,458
2018,Cameroon,Chad,"Others of concern",6
2018,Cameroon,Chad,"Refugees (incl. refugee-like situations)",1567
2018,Cameroon,Togo,Asylum-seekers,9
2018,Cameroon,Togo,"Refugees (incl. refugee-like situations)",17
2018,Cameroon,Turkey,Asylum-seekers,80
2018,Cameroon,"United Rep. of Tanzania",Asylum-seekers,*
2018,Cameroon,Uganda,"Refugees (incl. refugee-like situations)",*
2018,Cameroon,Yemen,Asylum-seekers,*
2018,"Dem. Rep. of the Congo",Angola,Asylum-seekers,13
2018,"Dem. Rep. of the Congo",Angola,"Refugees (incl. refugee-like situations)",490
2018,"Dem. Rep. of the Congo",Burundi,Asylum-seekers,529
2018,"Dem. Rep. of the Congo",Burundi,"Refugees (incl. refugee-like situations)",43010
2018,"Dem. Rep. of the Congo","Central African Rep.",Asylum-seekers,619
2018,"Dem. Rep. of the Congo","Central African Rep.","Refugees (incl. refugee-like situations)",172011
2018,"Dem. Rep. of the Congo","Côte d'Ivoire",Asylum-seekers,7
2018,"Dem. Rep. of the Congo","Côte d'Ivoire","Refugees (incl. refugee-like situations)",5
2018,"Dem. Rep. of the Congo",Cameroon,Asylum-seekers,26
2018,"Dem. Rep. of the Congo","Dem. Rep. of the Congo","Internally displaced persons",4516865
2018,"Dem. Rep. of the Congo","Dem. Rep. of the Congo","Returned refugees",6628
2018,"Dem. Rep. of the Congo",Congo,Asylum-seekers,29
2018,"Dem. Rep. of the Congo",Congo,"Refugees (incl. refugee-like situations)",657
2018,"Dem. Rep. of the Congo",Eritrea,"Refugees (incl. refugee-like situations)",*
2018,"Dem. Rep. of the Congo",Gabon,Asylum-seekers,*
2018,"Dem. Rep. of the Congo",Kenya,Asylum-seekers,*
2018,"Dem. Rep. of the Congo",Liberia,Asylum-seekers,19
2018,"Dem. Rep. of the Congo",Liberia,"Refugees (incl. refugee-like situations)",*
2018,"Dem. Rep. of the Congo",Mali,Asylum-seekers,15
2018,"Dem. Rep. of the Congo",Niger,Asylum-seekers,*
2018,"Dem. Rep. of the Congo",Nepal,Asylum-seekers,*
2018,"Dem. Rep. of the Congo",Palestinian,Asylum-seekers,*
2018,"Dem. Rep. of the Congo",Rwanda,Asylum-seekers,171
2018,"Dem. Rep. of the Congo",Rwanda,"Refugees (incl. refugee-like situations)",216986
2018,"Dem. Rep. of the Congo",Sudan,Asylum-seekers,*
2018,"Dem. Rep. of the Congo",Sudan,"Refugees (incl. refugee-like situations)",152
2018,"Dem. Rep. of the Congo","Sierra Leone",Asylum-seekers,*
2018,"Dem. Rep. of the Congo","Sierra Leone","Refugees (incl. refugee-like situations)",*
2018,"Dem. Rep. of the Congo",Somalia,Asylum-seekers,52
2018,"Dem. Rep. of the Congo",Somalia,"Refugees (incl. refugee-like situations)",14
2018,"Dem. Rep. of the Congo","South Sudan",Asylum-seekers,4229
2018,"Dem. Rep. of the Congo","South Sudan","Refugees (incl. refugee-like situations)",95704
2018,"Dem. Rep. of the Congo","Syrian Arab Rep.",Asylum-seekers,20
2018,"Dem. Rep. of the Congo","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2018,"Dem. Rep. of the Congo",Chad,Asylum-seekers,16
2018,"Dem. Rep. of the Congo",Chad,"Refugees (incl. refugee-like situations)",*
2018,"Dem. Rep. of the Congo",Uganda,Asylum-seekers,*
2018,"Dem. Rep. of the Congo",Uganda,"Refugees (incl. refugee-like situations)",16
2018,"Dem. Rep. of the Congo",Zimbabwe,Asylum-seekers,*
2018,Congo,Angola,Asylum-seekers,78
2018,Congo,Angola,"Others of concern",148
2018,Congo,Angola,"Refugees (incl. refugee-like situations)",317
2018,Congo,Burundi,Asylum-seekers,12
2018,Congo,Burundi,"Others of concern",16
2018,Congo,Burundi,"Refugees (incl. refugee-like situations)",94
2018,Congo,"Burkina Faso",Asylum-seekers,*
2018,Congo,"Central African Rep.",Asylum-seekers,5507
2018,Congo,"Central African Rep.","Others of concern",1697
2018,Congo,"Central African Rep.","Refugees (incl. refugee-like situations)",24696
2018,Congo,"Côte d'Ivoire",Asylum-seekers,32
2018,Congo,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",*
2018,Congo,Cameroon,Asylum-seekers,20
2018,Congo,Cameroon,"Others of concern",5
2018,Congo,Cameroon,"Refugees (incl. refugee-like situations)",*
2018,Congo,"Dem. Rep. of the Congo",Asylum-seekers,2737
2018,Congo,"Dem. Rep. of the Congo","Others of concern",1438
2018,Congo,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",11285
2018,Congo,Congo,"Internally displaced persons",138000
2018,Congo,Congo,"Others of concern",85
2018,Congo,Congo,"Returned refugees",*
2018,Congo,Algeria,Asylum-seekers,*
2018,Congo,Gabon,Asylum-seekers,*
2018,Congo,Gabon,"Refugees (incl. refugee-like situations)",*
2018,Congo,Guinea,Asylum-seekers,8
2018,Congo,Guinea,"Others of concern",*
2018,Congo,Guinea-Bissau,Asylum-seekers,*
2018,Congo,Liberia,Asylum-seekers,10
2018,Congo,Liberia,"Refugees (incl. refugee-like situations)",*
2018,Congo,Mali,Asylum-seekers,11
2018,Congo,Mali,"Others of concern",*
2018,Congo,Mali,"Refugees (incl. refugee-like situations)",5
2018,Congo,Mauritania,Asylum-seekers,94
2018,Congo,Mauritania,"Others of concern",*
2018,Congo,Mauritania,"Refugees (incl. refugee-like situations)",5
2018,Congo,Malaysia,"Others of concern",*
2018,Congo,Niger,Asylum-seekers,*
2018,Congo,Nigeria,Asylum-seekers,*
2018,Congo,Nigeria,"Others of concern",*
2018,Congo,Nigeria,"Refugees (incl. refugee-like situations)",5
2018,Congo,Rwanda,Asylum-seekers,529
2018,Congo,Rwanda,"Others of concern",9010
2018,Congo,Rwanda,"Refugees (incl. refugee-like situations)",991
2018,Congo,Sudan,Asylum-seekers,58
2018,Congo,Sudan,"Others of concern",*
2018,Congo,Sudan,"Refugees (incl. refugee-like situations)",30
2018,Congo,Senegal,Asylum-seekers,*
2018,Congo,"Sierra Leone",Asylum-seekers,*
2018,Congo,"Sierra Leone","Refugees (incl. refugee-like situations)",*
2018,Congo,Somalia,Asylum-seekers,*
2018,Congo,"South Sudan",Asylum-seekers,13
2018,Congo,"South Sudan","Refugees (incl. refugee-like situations)",*
2018,Congo,"Syrian Arab Rep.",Asylum-seekers,19
2018,Congo,"Syrian Arab Rep.","Others of concern",*
2018,Congo,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",12
2018,Congo,Chad,Asylum-seekers,33
2018,Congo,Chad,"Others of concern",*
2018,Congo,Chad,"Refugees (incl. refugee-like situations)",36
2018,Congo,Togo,"Refugees (incl. refugee-like situations)",*
2018,Congo,Turkey,Asylum-seekers,5
2018,Congo,Uganda,"Others of concern",*
2018,Congo,Uganda,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Afghanistan,Asylum-seekers,*
2018,Colombia,Afghanistan,"Refugees (incl. refugee-like situations)",9
2018,Colombia,Angola,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Benin,"Refugees (incl. refugee-like situations)",*
2018,Colombia,"Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)",*
2018,Colombia,Chile,Asylum-seekers,*
2018,Colombia,China,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Cameroon,Asylum-seekers,*
2018,Colombia,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",*
2018,Colombia,Colombia,"Internally displaced persons",7816472
2018,Colombia,Colombia,"Returned refugees",23897
2018,Colombia,"Costa Rica",Asylum-seekers,*
2018,Colombia,Cuba,Asylum-seekers,61
2018,Colombia,Cuba,"Refugees (incl. refugee-like situations)",73
2018,Colombia,Germany,Asylum-seekers,*
2018,Colombia,Ecuador,Asylum-seekers,*
2018,Colombia,Ecuador,"Refugees (incl. refugee-like situations)",8
2018,Colombia,Eritrea,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Spain,Asylum-seekers,*
2018,Colombia,Ethiopia,"Refugees (incl. refugee-like situations)",17
2018,Colombia,Ghana,Asylum-seekers,*
2018,Colombia,Ghana,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Greece,Asylum-seekers,*
2018,Colombia,Honduras,Asylum-seekers,*
2018,Colombia,Honduras,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Haiti,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Hungary,"Refugees (incl. refugee-like situations)",6
2018,Colombia,"Iran (Islamic Rep. of)",Asylum-seekers,*
2018,Colombia,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",*
2018,Colombia,Iraq,Asylum-seekers,*
2018,Colombia,Iraq,"Refugees (incl. refugee-like situations)",9
2018,Colombia,Liberia,Asylum-seekers,*
2018,Colombia,Liberia,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Libya,Asylum-seekers,*
2018,Colombia,"Sri Lanka","Refugees (incl. refugee-like situations)",*
2018,Colombia,Mexico,Asylum-seekers,*
2018,Colombia,Mauritania,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Nigeria,Asylum-seekers,*
2018,Colombia,Nicaragua,Asylum-seekers,*
2018,Colombia,Nicaragua,"Refugees (incl. refugee-like situations)",14
2018,Colombia,Nepal,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Pakistan,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Peru,Asylum-seekers,*
2018,Colombia,Peru,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Poland,Asylum-seekers,*
2018,Colombia,Portugal,Asylum-seekers,*
2018,Colombia,Palestinian,Asylum-seekers,5
2018,Colombia,Palestinian,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Romania,"Refugees (incl. refugee-like situations)",7
2018,Colombia,"Russian Federation",Asylum-seekers,*
2018,Colombia,Rwanda,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Sudan,"Refugees (incl. refugee-like situations)",*
2018,Colombia,"Sierra Leone","Refugees (incl. refugee-like situations)",*
2018,Colombia,"El Salvador",Asylum-seekers,*
2018,Colombia,"El Salvador","Refugees (incl. refugee-like situations)",11
2018,Colombia,Somalia,Asylum-seekers,*
2018,Colombia,Somalia,"Refugees (incl. refugee-like situations)",11
2018,Colombia,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",7
2018,Colombia,"Syrian Arab Rep.",Asylum-seekers,8
2018,Colombia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",8
2018,Colombia,Turkey,Asylum-seekers,36
2018,Colombia,Uganda,Asylum-seekers,*
2018,Colombia,Ukraine,Asylum-seekers,*
2018,Colombia,Uruguay,Asylum-seekers,*
2018,Colombia,"Venezuela (Bolivarian Republic of)",Asylum-seekers,2729
2018,Colombia,"Venezuela (Bolivarian Republic of)","Others of concern",1171552
2018,Colombia,"Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",94
2018,Colombia,Stateless,Asylum-seekers,*
2018,Colombia,Stateless,"Refugees (incl. refugee-like situations)",*
2018,Colombia,Stateless,"Stateless persons",11
2018,Colombia,Yemen,Asylum-seekers,7
2018,"Cabo Verde",Stateless,"Stateless persons",115
2018,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Angola,Asylum-seekers,15
2018,"Costa Rica",Argentina,Asylum-seekers,16
2018,"Costa Rica",Armenia,Asylum-seekers,*
2018,"Costa Rica",Armenia,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Australia,Asylum-seekers,*
2018,"Costa Rica",Burundi,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica","Burkina Faso",Asylum-seekers,*
2018,"Costa Rica",Bangladesh,Asylum-seekers,16
2018,"Costa Rica",Bulgaria,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Belarus,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Belize,Asylum-seekers,*
2018,"Costa Rica","Bolivia (Plurinational State of)",Asylum-seekers,*
2018,"Costa Rica","Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Brazil,Asylum-seekers,5
2018,"Costa Rica",Canada,Asylum-seekers,*
2018,"Costa Rica",Chile,Asylum-seekers,*
2018,"Costa Rica",China,Asylum-seekers,11
2018,"Costa Rica","Côte d'Ivoire",Asylum-seekers,*
2018,"Costa Rica",Cameroon,Asylum-seekers,19
2018,"Costa Rica","Dem. Rep. of the Congo",Asylum-seekers,16
2018,"Costa Rica","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Congo,Asylum-seekers,57
2018,"Costa Rica",Colombia,Asylum-seekers,898
2018,"Costa Rica",Colombia,"Refugees (incl. refugee-like situations)",2258
2018,"Costa Rica",Cuba,Asylum-seekers,199
2018,"Costa Rica",Cuba,"Refugees (incl. refugee-like situations)",378
2018,"Costa Rica",Germany,Asylum-seekers,5
2018,"Costa Rica",Germany,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica","Dominican Rep.",Asylum-seekers,*
2018,"Costa Rica","Dominican Rep.","Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Ecuador,Asylum-seekers,13
2018,"Costa Rica",Egypt,Asylum-seekers,*
2018,"Costa Rica",Eritrea,Asylum-seekers,5
2018,"Costa Rica",Eritrea,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Spain,Asylum-seekers,8
2018,"Costa Rica",Ethiopia,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Georgia,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Ghana,Asylum-seekers,59
2018,"Costa Rica",Gambia,Asylum-seekers,*
2018,"Costa Rica",Gambia,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Guatemala,Asylum-seekers,14
2018,"Costa Rica",Guatemala,"Others of concern",24
2018,"Costa Rica",Guatemala,"Refugees (incl. refugee-like situations)",25
2018,"Costa Rica",Honduras,Asylum-seekers,388
2018,"Costa Rica",Honduras,"Others of concern",10
2018,"Costa Rica",Honduras,"Refugees (incl. refugee-like situations)",159
2018,"Costa Rica",Haiti,Asylum-seekers,44
2018,"Costa Rica",Haiti,"Refugees (incl. refugee-like situations)",12
2018,"Costa Rica",India,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",5
2018,"Costa Rica",Israel,Asylum-seekers,5
2018,"Costa Rica",Italy,Asylum-seekers,*
2018,"Costa Rica",Jamaica,Asylum-seekers,*
2018,"Costa Rica",Lebanon,Asylum-seekers,*
2018,"Costa Rica","Sri Lanka",Asylum-seekers,*
2018,"Costa Rica",Mexico,Asylum-seekers,15
2018,"Costa Rica",Mexico,"Refugees (incl. refugee-like situations)",6
2018,"Costa Rica",Niger,Asylum-seekers,5
2018,"Costa Rica",Niger,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Nigeria,"Refugees (incl. refugee-like situations)",19
2018,"Costa Rica",Nicaragua,Asylum-seekers,22706
2018,"Costa Rica",Nicaragua,"Refugees (incl. refugee-like situations)",456
2018,"Costa Rica",Nepal,Asylum-seekers,105
2018,"Costa Rica",Pakistan,Asylum-seekers,11
2018,"Costa Rica",Pakistan,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Panama,Asylum-seekers,*
2018,"Costa Rica",Panama,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Peru,Asylum-seekers,*
2018,"Costa Rica",Peru,"Refugees (incl. refugee-like situations)",15
2018,"Costa Rica","Papua New Guinea",Asylum-seekers,*
2018,"Costa Rica","Dem. People's Rep. of Korea",Asylum-seekers,*
2018,"Costa Rica",Palestinian,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Romania,Asylum-seekers,*
2018,"Costa Rica",Romania,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica","Russian Federation",Asylum-seekers,5
2018,"Costa Rica","Russian Federation","Refugees (incl. refugee-like situations)",19
2018,"Costa Rica","Saudi Arabia",Asylum-seekers,*
2018,"Costa Rica",Sudan,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica",Senegal,Asylum-seekers,6
2018,"Costa Rica","Sierra Leone","Refugees (incl. refugee-like situations)",*
2018,"Costa Rica","El Salvador",Asylum-seekers,2310
2018,"Costa Rica","El Salvador","Others of concern",6
2018,"Costa Rica","El Salvador","Refugees (incl. refugee-like situations)",782
2018,"Costa Rica",Somalia,Asylum-seekers,7
2018,"Costa Rica",Somalia,"Refugees (incl. refugee-like situations)",7
2018,"Costa Rica",Suriname,Asylum-seekers,*
2018,"Costa Rica",Slovenia,Asylum-seekers,*
2018,"Costa Rica","Syrian Arab Rep.",Asylum-seekers,12
2018,"Costa Rica","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",9
2018,"Costa Rica",Ukraine,"Refugees (incl. refugee-like situations)",17
2018,"Costa Rica",Uruguay,Asylum-seekers,*
2018,"Costa Rica","United States of America",Asylum-seekers,26
2018,"Costa Rica",Uzbekistan,"Refugees (incl. refugee-like situations)",*
2018,"Costa Rica","Venezuela (Bolivarian Republic of)",Asylum-seekers,5365
2018,"Costa Rica","Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",344
2018,"Costa Rica",Stateless,"Stateless persons",82
2018,"Costa Rica",Various/Unknown,Asylum-seekers,201
2018,"Costa Rica",Yemen,Asylum-seekers,*
2018,"Costa Rica",Zambia,Asylum-seekers,*
2018,"Costa Rica",Zimbabwe,Asylum-seekers,*
2018,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",42
2018,Cuba,"Dem. Rep. of the Congo",Asylum-seekers,*
2018,Cuba,Eritrea,Asylum-seekers,*
2018,Cuba,Eritrea,"Refugees (incl. refugee-like situations)",17
2018,Cuba,"Western Sahara","Refugees (incl. refugee-like situations)",134
2018,Cuba,Ethiopia,Asylum-seekers,*
2018,Cuba,Ethiopia,"Refugees (incl. refugee-like situations)",5
2018,Cuba,Haiti,"Refugees (incl. refugee-like situations)",*
2018,Cuba,"Iran (Islamic Rep. of)",Asylum-seekers,14
2018,Cuba,"Iran (Islamic Rep. of)","Others of concern",*
2018,Cuba,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",17
2018,Cuba,Iraq,"Refugees (incl. refugee-like situations)",*
2018,Cuba,Libya,"Refugees (incl. refugee-like situations)",*
2018,Cuba,Palestinian,"Refugees (incl. refugee-like situations)",6
2018,Cuba,Sudan,Asylum-seekers,7
2018,Cuba,"Syrian Arab Rep.",Asylum-seekers,*
2018,Cuba,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",44
2018,Cuba,Yemen,Asylum-seekers,*
2018,Cuba,Yemen,"Refugees (incl. refugee-like situations)",17
2018,Curaçao,Colombia,Asylum-seekers,57
2018,Curaçao,Colombia,"Refugees (incl. refugee-like situations)",53
2018,Curaçao,Cuba,Asylum-seekers,6
2018,Curaçao,Cuba,"Refugees (incl. refugee-like situations)",6
2018,Curaçao,Curaçao,"Others of concern",*
2018,Curaçao,"Dominican Rep.",Asylum-seekers,*
2018,Curaçao,Jamaica,"Refugees (incl. refugee-like situations)",5
2018,Curaçao,Lebanon,"Refugees (incl. refugee-like situations)",*
2018,Curaçao,Mexico,Asylum-seekers,*
2018,Curaçao,"Syrian Arab Rep.",Asylum-seekers,*
2018,Curaçao,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2018,Curaçao,"Venezuela (Bolivarian Republic of)",Asylum-seekers,279
2018,Curaçao,"Venezuela (Bolivarian Republic of)","Others of concern",25686
2018,Curaçao,"Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",35
2018,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",*
2018,"Cayman Islands",Cuba,Asylum-seekers,25
2018,"Cayman Islands",Cuba,"Refugees (incl. refugee-like situations)",29
2018,"Cayman Islands",Mexico,"Refugees (incl. refugee-like situations)",*
2018,"Cayman Islands","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2018,Cyprus,Afghanistan,Asylum-seekers,5
2018,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",14
2018,Cyprus,Albania,Asylum-seekers,*
2018,Cyprus,Armenia,Asylum-seekers,22
2018,Cyprus,Armenia,"Refugees (incl. refugee-like situations)",26
2018,Cyprus,Azerbaijan,Asylum-seekers,*
2018,Cyprus,Burundi,Asylum-seekers,*
2018,Cyprus,Burundi,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,"Burkina Faso",Asylum-seekers,5
2018,Cyprus,"Burkina Faso","Refugees (incl. refugee-like situations)",*
2018,Cyprus,Bangladesh,Asylum-seekers,751
2018,Cyprus,Bangladesh,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",15
2018,Cyprus,Belarus,Asylum-seekers,5
2018,Cyprus,"Central African Rep.",Asylum-seekers,*
2018,Cyprus,"Central African Rep.","Refugees (incl. refugee-like situations)",*
2018,Cyprus,Canada,Asylum-seekers,*
2018,Cyprus,China,Asylum-seekers,8
2018,Cyprus,China,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,"Côte d'Ivoire",Asylum-seekers,22
2018,Cyprus,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",*
2018,Cyprus,Cameroon,Asylum-seekers,661
2018,Cyprus,Cameroon,"Refugees (incl. refugee-like situations)",59
2018,Cyprus,"Dem. Rep. of the Congo",Asylum-seekers,120
2018,Cyprus,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",21
2018,Cyprus,Congo,Asylum-seekers,32
2018,Cyprus,Congo,"Refugees (incl. refugee-like situations)",6
2018,Cyprus,Comoros,Asylum-seekers,*
2018,Cyprus,Comoros,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Cuba,Asylum-seekers,*
