Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Tota pending start-year","of which UNHCR-assisted","Applied during year",statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,"Otherwise closed","Total decisions","Total pending end-year","of which UNHCR-assisted"
2018,Germany,Liberia,"G / NA",106,0,177,12,18,134,94,258,55,0
2018,Germany,Liberia,"G / RA",5,0,11,0,*,*,10,14,5,0
2018,Denmark,Liberia,"G / FI",0,0,*,0,0,0,0,,0,0
2018,Algeria,Liberia,"U / AR",0,0,*,0,0,*,0,*,0,0
2018,Algeria,Liberia,"U / FI",0,0,25,*,0,*,8,11,14,14
2018,Ecuador,Liberia,"G / FA",*,*,*,0,0,0,0,,*,*
2018,Egypt,Liberia,"U / FI",13,13,*,0,0,*,0,*,13,13
2018,Spain,Liberia,"G / FI",16,0,16,0,0,*,0,*,40,0
2018,Finland,Liberia,"G / FI",*,0,0,0,0,*,0,*,0,0
2018,Finland,Liberia,"G / RA",0,0,*,0,0,0,0,,*,0
2018,France,Liberia,"G / RA",0,0,*,0,0,0,0,,0,0
2018,France,Liberia,"G / FI",0,0,39,*,*,39,*,45,0,0
2018,France,Liberia,"G / RA",0,0,6,0,0,0,0,,0,0
2018,France,Liberia,"G / AR",24,0,33,*,*,17,*,24,35,0
2018,"United Kingdom",Liberia,"G / FI",*,0,9,0,0,*,0,*,11,0
2018,"United Kingdom",Liberia,"G / AR",0,0,*,0,0,*,0,*,0,0
2018,Georgia,Liberia,"G / FI",*,0,0,0,0,0,*,*,0,0
2018,Ghana,Liberia,"G / FI",*,*,0,0,0,0,*,*,0,0
2018,Guinea,Liberia,"G / FI",34,0,21,6,0,0,0,6,49,0
2018,Greece,Liberia,"G / AR",*,0,*,0,0,*,0,*,*,0
2018,Greece,Liberia,"G / FI",*,0,*,0,0,*,0,*,*,0
2018,Greece,Liberia,"G / FI",0,0,*,0,0,0,0,,0,0
2018,Indonesia,Liberia,"U / FI",*,*,*,0,0,0,*,*,0,0
2018,India,Liberia,"U / FI",*,*,*,0,0,*,0,*,*,*
2018,Ireland,Liberia,"G / FI",*,0,*,0,0,*,0,*,*,0
2018,Ireland,Liberia,"G / AR",*,0,*,*,0,*,0,5,0,0
2018,Israel,Liberia,"G / FA",*,0,0,0,0,0,*,*,*,0
2018,Italy,Liberia,"G / FI",371,0,79,6,51,155,13,225,225,0
2018,Jordan,Liberia,"U / AR",*,*,0,0,0,0,0,,*,*
2018,Kenya,Liberia,"G / FI",*,*,0,0,0,0,*,*,*,*
2018,"Rep. of Korea",Liberia,"G / FA",176,22,250,0,*,82,14,98,328,10
2018,Lebanon,Liberia,"U / FI",*,*,0,0,0,0,0,,*,*
2018,Libya,Liberia,"U / FI",*,*,7,0,0,0,8,8,0,0
2018,Morocco,Liberia,"U / AR",*,*,*,0,0,*,0,*,*,*
2018,Morocco,Liberia,"U / FI",20,20,34,0,0,10,24,34,20,20
2018,Madagascar,Liberia,"U / FI",0,0,*,0,0,0,0,,*,*
2018,Malta,Liberia,"G / AR",0,0,*,0,0,0,*,*,0,0
2018,Malta,Liberia,"G / FI",*,0,*,0,0,0,*,*,*,0
2018,Mauritania,Liberia,"U / FI",0,0,25,0,0,0,*,*,23,23
2018,Malaysia,Liberia,"U / FI",*,*,12,*,0,*,5,10,6,6
2018,Malaysia,Liberia,"U / AR",8,8,6,0,0,7,0,7,7,7
2018,Namibia,Liberia,"G / FI",*,*,0,0,0,0,*,*,0,0
2018,Niger,Liberia,"J / FI",0,0,*,0,0,0,*,*,0,0
2018,Nigeria,Liberia,"G / FI",*,*,*,0,0,0,0,,*,*
2018,Netherlands,Liberia,"G / RA",0,0,7,0,0,0,0,,0,0
2018,Netherlands,Liberia,"G / FI",7,0,14,0,0,5,0,5,5,0
2018,Norway,Liberia,"G / AR",0,0,5,0,0,*,0,*,*,0
2018,Norway,Liberia,"G / FI",*,0,*,0,0,0,*,*,0,0
2018,Panama,Liberia,"G / FI",*,*,0,0,0,0,0,,*,0
2018,Philippines,Liberia,"G / FA",*,*,*,0,0,*,0,*,*,*
2018,"Russian Federation",Liberia,"G / FI",0,0,*,0,0,0,*,*,0,0
2018,Sudan,Liberia,"G / FI",*,*,0,0,0,0,0,,*,*
2018,Senegal,Liberia,"G / FA",391,391,13,0,0,0,341,341,63,63
2018,Suriname,Liberia,"U / FI",*,*,0,0,0,0,*,*,0,0
2018,Slovenia,Liberia,"G / AR",0,0,*,0,0,0,0,,0,0
2018,Sweden,Liberia,"G / JR",*,0,6,0,0,*,*,*,*,0
2018,Sweden,Liberia,"G / FI",13,0,10,0,0,5,*,7,16,0
2018,Sweden,Liberia,"G / RA",*,0,0,0,0,*,0,*,*,0
2018,Togo,Liberia,"G / FI",*,*,0,0,0,0,0,,*,*
2018,Thailand,Liberia,"U / FI",*,*,0,0,0,0,0,,*,*
2018,Tunisia,Liberia,"U / AR",0,0,*,0,0,0,0,,*,*
2018,Turkey,Liberia,"U / FI",5,*,0,0,0,0,0,,5,*
2018,Ukraine,Liberia,"G / FI",*,0,0,0,0,0,0,,*,0
2018,Ukraine,Liberia,"G / JR",11,*,0,0,0,0,0,,11,0
2018,Uruguay,Liberia,"G / FI",0,0,*,0,0,0,0,,*,*
2018,"United States of America",Liberia,"G / AR",145,0,106,11,0,0,22,33,233,0
2018,"United States of America",Liberia,"G / IN",746,0,208,140,0,81,68,289,703,0
2018,"United States of America",Liberia,"G / EO",67,0,48,0,0,29,*,33,49,0
2018,"South Africa",Liberia,"G / FI",0,0,*,0,0,*,0,*,0,0
2018,Albania,Libya,"G / FI",*,*,152,0,0,0,126,126,28,28
2018,"United Arab Emirates",Libya,"U / FI",*,*,0,0,0,0,0,,*,*
2018,Argentina,Libya,"G / FI",*,0,*,0,0,0,*,*,*,0
2018,Australia,Libya,"G / FI",107,0,14,59,0,0,6,65,88,0
2018,Australia,Libya,"G / AR",119,0,10,31,0,0,0,31,98,0
2018,Austria,Libya,"G / FA",146,0,58,*,12,7,28,48,83,0
2018,Azerbaijan,Libya,"G / FI",0,0,5,5,0,0,0,5,0,0
2018,Belgium,Libya,"G / RA",0,0,5,0,0,0,0,,0,0
2018,Belgium,Libya,"G / FI",45,0,135,5,20,5,0,30,125,0
2018,Bulgaria,Libya,"G / FA",*,*,0,0,0,*,0,*,*,*
2018,"Bosnia and Herzegovina",Libya,"G / FI",21,21,35,0,0,0,49,49,7,7
2018,Brazil,Libya,"G / FI",35,0,8,0,0,0,*,*,40,*
2018,Canada,Libya,"G / FI",400,0,316,225,0,12,6,243,471,0
2018,Canada,Libya,"G / AR",5,0,13,*,0,*,0,5,12,0
2018,Switzerland,Libya,"G / RA",0,0,8,0,0,0,0,,0,0
2018,Switzerland,Libya,"G / FI",71,0,153,10,11,13,134,168,66,0
2018,China,Libya,"U / FI",*,0,0,*,0,0,0,*,0,0
2018,Colombia,Libya,"G / FI",*,*,0,0,0,0,0,,*,*
2018,Cuba,Libya,"U / FI",0,0,*,*,0,0,0,*,0,0
2018,Cyprus,Libya,"G / FI",*,0,8,*,0,0,0,*,9,*
2018,"Czech Rep.",Libya,"G / FI",8,0,9,0,0,*,*,5,14,0
2018,"Czech Rep.",Libya,"G / RA",0,0,*,0,0,0,0,,0,0
2018,Germany,Libya,"G / JR",1223,0,828,23,129,243,551,946,1107,0
2018,Germany,Libya,"G / NA",439,0,867,77,121,428,580,1206,223,0
2018,Germany,Libya,"G / RA",30,0,71,*,16,15,65,98,15,0
2018,Denmark,Libya,"G / AR",7,0,7,0,0,*,0,*,5,0
2018,Denmark,Libya,"G / FI",16,0,40,0,0,6,0,6,8,0
2018,"Dominican Rep.",Libya,"U / FI",*,*,0,0,0,0,*,*,0,0
2018,Algeria,Libya,"U / FI",8,8,*,0,0,0,7,7,*,*
2018,Algeria,Libya,"U / RA",0,0,8,0,0,0,0,,8,8
2018,Ecuador,Libya,"G / FA",8,8,0,5,0,0,0,5,*,*
2018,Egypt,Libya,"U / FI",*,*,*,*,0,0,0,*,*,*
2018,Spain,Libya,"G / FI",50,0,92,0,0,*,0,*,145,0
2018,Finland,Libya,"G / FI",*,0,11,0,0,0,13,13,*,0
2018,Finland,Libya,"G / RA",*,0,*,0,0,0,*,*,0,0
2018,France,Libya,"G / AR",184,0,282,19,44,45,8,116,365,0
2018,France,Libya,"G / RA",0,0,12,0,0,0,0,,0,0
2018,France,Libya,"G / FI",335,0,660,53,96,275,11,435,427,0
2018,France,Libya,"G / RA",0,0,7,0,0,0,0,,0,0
2018,"United Kingdom",Libya,"G / AR",0,0,35,14,0,10,5,29,0,0
2018,"United Kingdom",Libya,"G / FI",990,0,1113,218,1033,7,44,1302,815,0
2018,"United Kingdom",Libya,"G / RA",0,0,17,0,0,0,0,,0,0
2018,Ghana,Libya,"G / FI",8,8,0,0,0,0,0,,8,8
2018,Gambia,Libya,"G / FI",*,*,0,0,0,0,0,,*,*
2018,Greece,Libya,"G / FI",13,0,73,*,9,9,24,43,43,0
2018,Greece,Libya,"G / AR",*,0,5,0,0,0,*,*,5,0
2018,Croatia,Libya,"G / JR",0,0,*,0,0,*,0,*,0,0
2018,Croatia,Libya,"G / FI",9,9,13,0,0,*,18,21,*,*
2018,Hungary,Libya,"G / FI",*,0,0,0,*,0,*,*,0,0
2018,Indonesia,Libya,"U / FI",9,9,*,7,0,0,0,7,*,*
2018,India,Libya,"U / FI",6,6,*,0,0,0,0,,7,7
2018,Ireland,Libya,"G / AR",0,0,*,0,0,0,*,*,*,0
2018,Ireland,Libya,"G / FI",74,0,57,24,28,*,12,66,67,0
2018,Iceland,Libya,"G / FI",*,0,5,0,0,*,*,*,5,0
2018,Iceland,Libya,"G / AR",*,0,*,0,0,0,5,5,0,0
2018,Israel,Libya,"G / FA",*,0,0,0,0,0,0,,*,0
2018,Italy,Libya,"G / FI",442,0,312,90,215,78,*,387,367,0
2018,Jordan,Libya,"U / FI",169,169,42,*,0,0,*,7,204,204
2018,Jordan,Libya,"U / AR",7,7,0,0,0,0,0,,7,7
2018,Jordan,Libya,"U / RA",7,7,0,0,0,0,0,,7,0
2018,Kazakhstan,Libya,"G / AR",*,*,0,0,0,*,0,*,0,0
2018,"Rep. of Korea",Libya,"G / FA",6,*,*,0,*,*,0,*,7,*
2018,Lebanon,Libya,"U / FI",10,10,*,*,0,0,0,*,13,13
2018,Liechtenstein,Libya,"G / FI",0,0,*,0,0,0,0,,0,0
2018,Luxembourg,Libya,"G / FI",10,0,5,0,0,0,0,,10,0
2018,Latvia,Libya,"G / FI",0,0,*,0,0,0,0,,*,0
2018,Morocco,Libya,"U / FI",5,5,8,*,0,0,5,8,5,5
2018,"Rep. of Moldova",Libya,"G / FI",0,0,*,0,*,0,0,*,0,0
2018,"The former Yugoslav Republic of Macedonia",Libya,"G / FA",0,0,5,0,0,0,5,5,0,0
2018,Malta,Libya,"G / AR",22,0,68,*,0,0,16,18,72,0
2018,Malta,Libya,"G / FI",235,150,307,20,207,5,104,336,225,0
2018,Montenegro,Libya,"G / FA",0,0,131,0,0,0,107,107,24,24
2018,Mauritania,Libya,"U / FI",*,*,0,0,0,0,*,*,*,*
2018,Malaysia,Libya,"U / FI",25,25,*,*,0,0,*,*,25,25
2018,Niger,Libya,"J / FI",7,7,14,*,0,0,14,15,6,6
2018,Netherlands,Libya,"G / FI",123,0,462,13,0,80,8,101,178,0
2018,Netherlands,Libya,"G / RA",0,0,58,0,0,23,7,30,24,0
2018,Norway,Libya,"G / RA",*,0,*,0,*,0,0,*,*,0
2018,Norway,Libya,"G / FI",0,0,9,*,0,0,6,8,*,0
2018,Norway,Libya,"G / AR",6,0,12,0,*,10,*,13,5,0
2018,Philippines,Libya,"G / FA",0,0,*,0,0,*,0,*,0,0
2018,Poland,Libya,"G / AR",0,0,*,0,0,0,0,,0,0
2018,Poland,Libya,"G / FI",*,0,*,*,8,*,*,12,*,0
2018,Romania,Libya,"G / FI",*,*,0,0,0,0,0,,*,0
2018,"Russian Federation",Libya,"G / TA",*,*,*,0,0,0,*,*,*,*
2018,Senegal,Libya,"G / FA",*,*,0,0,0,0,0,,*,*
2018,"Serbia and Kosovo (S/RES/1244 (1999))",Libya,"G / FI",0,0,12,0,10,0,0,10,*,*
2018,Slovakia,Libya,"G / FA",0,0,0,0,0,*,0,*,0,0
2018,Slovenia,Libya,"G / RA",0,0,*,0,0,0,0,,0,0
2018,Slovenia,Libya,"G / FI",8,0,23,0,0,9,23,32,*,0
2018,Slovenia,Libya,"G / AR",0,0,*,0,0,0,0,,0,0
2018,Sweden,Libya,"G / RA",51,0,24,6,0,24,20,50,21,0
2018,Sweden,Libya,"G / FI",82,0,90,7,*,18,70,96,62,0
2018,Sweden,Libya,"G / JR",34,0,59,*,*,52,9,63,32,0
2018,"Syrian Arab Rep.",Libya,"U / FI",*,*,*,0,0,0,*,*,*,*
2018,Chad,Libya,"G / FA",*,*,18,8,0,0,0,8,13,13
2018,Thailand,Libya,"U / FI",*,*,0,0,0,0,0,,*,*
2018,Tunisia,Libya,"U / FI",0,0,*,0,0,0,*,*,*,*
2018,Turkey,Libya,"U / FI",63,36,43,*,0,0,15,19,87,44
2018,Ukraine,Libya,"G / JR",*,*,5,0,0,0,0,,7,*
2018,Ukraine,Libya,"G / FI",19,6,*,0,0,*,*,5,17,*
2018,"United States of America",Libya,"G / IN",900,0,86,50,0,53,45,148,851,0
2018,"United States of America",Libya,"G / AR",115,0,92,10,0,0,5,15,153,0
2018,"United States of America",Libya,"G / EO",28,0,10,0,0,5,0,5,30,0
2018,Canada,"Saint Lucia","G / AR",*,0,10,*,0,*,*,6,8,0
2018,Canada,"Saint Lucia","G / FI",136,0,10,53,0,35,31,119,17,0
2018,France,"Saint Lucia","G / FI",0,0,8,0,*,*,0,5,0,0
2018,France,"Saint Lucia","G / AR",0,0,*,0,0,0,0,,*,0
2018,"United Kingdom","Saint Lucia","G / AR",0,0,6,*,0,*,0,*,0,0
2018,"United Kingdom","Saint Lucia","G / FI",16,0,20,0,*,11,*,17,19,0
2018,Ireland,"Saint Lucia","G / FI",*,0,*,0,0,0,0,,*,0
2018,"United States of America","Saint Lucia","G / IN",8,0,*,0,0,*,5,7,5,0
2018,"United States of America","Saint Lucia","G / AR",13,0,0,0,0,0,0,,11,0
2018,"United States of America","Saint Lucia","G / EO",0,0,*,0,0,0,0,,*,0
2018,"Antigua and Barbuda","Sri Lanka","U / FI",*,*,*,0,0,0,0,,*,*
2018,Australia,"Sri Lanka","G / FI",2406,0,451,562,0,1801,14,2377,1904,0
2018,Australia,"Sri Lanka","G / AR",880,0,864,60,0,1059,24,1143,601,0
2018,Austria,"Sri Lanka","G / FA",47,0,17,6,*,14,13,35,25,0
2018,Azerbaijan,"Sri Lanka","G / FI",*,*,0,0,0,*,0,*,0,0
2018,Belgium,"Sri Lanka","G / RA",0,0,85,0,0,70,0,70,0,0
2018,Belgium,"Sri Lanka","G / FI",100,0,30,15,0,115,0,130,40,0
2018,Bulgaria,"Sri Lanka","G / FA",*,*,0,0,0,0,*,*,*,*
2018,Brazil,"Sri Lanka","G / FI",17,*,26,0,0,0,0,,43,0
2018,Canada,"Sri Lanka","G / AR",44,0,38,*,0,37,0,39,42,0
2018,Canada,"Sri Lanka","G / FI",824,*,524,407,0,72,59,538,660,0
2018,Switzerland,"Sri Lanka","G / RA",0,0,153,0,0,0,0,,0,0
2018,Switzerland,"Sri Lanka","G / FI",1833,0,499,322,99,586,148,1155,1579,0
2018,China,"Sri Lanka","U / FI",*,0,0,0,0,0,*,*,0,0
2018,"Côte d'Ivoire","Sri Lanka","G / FA",*,*,*,*,0,0,*,*,0,0
2018,"Costa Rica","Sri Lanka","G / FI",*,*,0,0,0,0,0,,*,*
2018,Cyprus,"Sri Lanka","G / AR",36,0,91,0,0,18,6,24,103,0
2018,Cyprus,"Sri Lanka","G / FI",131,0,273,0,0,110,33,143,261,0
2018,Cyprus,"Sri Lanka","G / FI",*,0,5,0,0,0,0,,0,0
2018,Cyprus,"Sri Lanka","G / RA",*,0,10,0,0,0,0,,0,0
2018,"Czech Rep.","Sri Lanka","G / FI",*,0,*,*,*,*,*,5,0,0
2018,Germany,"Sri Lanka","G / NA",369,0,319,46,25,366,128,565,124,0
2018,Germany,"Sri Lanka","G / JR",1165,0,642,20,13,181,224,438,1353,0
2018,Germany,"Sri Lanka","G / RA",74,0,54,5,9,20,130,164,17,0
2018,Denmark,"Sri Lanka","G / FI",19,0,14,0,0,19,0,19,11,0
2018,Denmark,"Sri Lanka","G / AR",*,0,19,0,0,*,0,*,17,0
2018,"Dominican Rep.","Sri Lanka","U / FI",*,*,*,0,0,0,0,,*,0
2018,Ecuador,"Sri Lanka","G / FA",6,6,*,*,0,0,0,*,6,6
2018,Egypt,"Sri Lanka","U / FI",*,*,0,0,0,0,0,,*,*
2018,Spain,"Sri Lanka","G / FI",51,0,15,6,*,*,0,11,45,0
2018,Finland,"Sri Lanka","G / FI",19,0,15,*,0,19,*,23,12,0
2018,Finland,"Sri Lanka","G / RA",0,0,*,0,0,0,*,*,*,0
2018,France,"Sri Lanka","G / AR",740,0,1073,233,24,510,550,1317,1051,0
2018,France,"Sri Lanka","G / RA",0,0,527,0,0,0,0,,0,0
2018,France,"Sri Lanka","G / FI",723,0,1474,180,71,1627,11,1889,786,0
2018,France,"Sri Lanka","G / RA",0,0,618,0,0,0,0,,0,0
2018,"United Kingdom","Sri Lanka","G / AR",0,0,522,294,0,243,20,557,0,0
2018,"United Kingdom","Sri Lanka","G / FI",1401,0,609,60,8,670,108,846,1019,0
2018,"United Kingdom","Sri Lanka","G / RA",0,0,10,*,0,*,0,*,0,0
2018,Georgia,"Sri Lanka","G / FI",*,*,0,0,0,*,*,*,0,0
2018,Greece,"Sri Lanka","G / AR",7,0,12,0,0,*,0,*,12,0
2018,Greece,"Sri Lanka","G / FI",51,0,56,*,0,16,26,46,63,0
2018,Croatia,"Sri Lanka","G / FI",*,*,0,0,0,0,*,*,0,0
2018,Croatia,"Sri Lanka","G / JR",0,0,*,0,0,*,0,*,0,0
2018,Hungary,"Sri Lanka","G / FI",0,0,*,0,0,0,*,*,0,0
2018,Indonesia,"Sri Lanka","U / FI",101,101,41,43,0,43,35,121,21,21
2018,Indonesia,"Sri Lanka","U / AR",43,43,43,0,0,31,41,72,14,14
2018,Ireland,"Sri Lanka","G / FI",11,0,10,*,*,*,0,9,12,0
2018,Ireland,"Sri Lanka","G / AR",*,0,6,*,0,0,5,6,*,0
2018,Iceland,"Sri Lanka","G / FI",0,0,*,0,0,0,0,,*,0
2018,Iceland,"Sri Lanka","G / AR",*,0,*,0,0,*,*,*,0,0
2018,Israel,"Sri Lanka","G / FA",566,0,540,0,*,69,32,102,1004,13
2018,Italy,"Sri Lanka","G / FI",381,0,465,15,77,114,0,206,640,0
2018,Jordan,"Sri Lanka","U / AR",*,*,0,0,0,0,0,,*,*
2018,Jordan,"Sri Lanka","U / FI",8,8,8,*,0,0,0,*,14,14
2018,Japan,"Sri Lanka","G / AR",846,0,862,0,0,181,0,181,0,0
2018,Japan,"Sri Lanka","G / FI",2703,0,1551,0,0,1080,194,1274,0,0
2018,Kenya,"Sri Lanka","G / FI",0,0,*,0,0,0,0,,*,*
2018,"Rep. of Korea","Sri Lanka","G / FA",115,7,178,0,0,43,35,78,215,*
2018,Kuwait,"Sri Lanka","U / FI",6,6,0,0,0,0,0,,6,6
2018,Lebanon,"Sri Lanka","U / FI",*,*,9,0,0,*,*,*,7,7
2018,Lebanon,"Sri Lanka","U / AR",*,*,*,0,0,0,0,,*,*
2018,Lithuania,"Sri Lanka","G / FI",13,0,14,0,0,5,8,13,14,0
2018,Latvia,"Sri Lanka","G / FI",0,0,*,0,0,*,0,*,*,0
2018,Mexico,"Sri Lanka","G / FI",0,0,15,0,0,0,0,,15,*
2018,"The former Yugoslav Republic of Macedonia","Sri Lanka","G / FA",0,0,6,0,0,0,6,6,0,0
2018,Malta,"Sri Lanka","G / FI",0,0,6,0,0,*,0,*,*,0
2018,Malta,"Sri Lanka","G / AR",*,0,*,0,0,0,0,,*,0
2018,Malaysia,"Sri Lanka","U / FI",730,730,21,14,0,146,115,275,476,476
2018,Malaysia,"Sri Lanka","U / AR",335,335,102,*,0,113,0,116,321,321
2018,Netherlands,"Sri Lanka","G / RA",6,0,47,0,0,15,0,15,36,0
2018,Netherlands,"Sri Lanka","G / FI",17,0,25,0,0,9,0,9,18,0
2018,Norway,"Sri Lanka","G / AR",9,0,10,0,0,14,0,14,*,0
2018,Norway,"Sri Lanka","G / FI",*,0,5,0,0,*,*,5,*,0
2018,Nepal,"Sri Lanka","U / FI",*,*,0,0,0,0,*,*,*,*
2018,Nauru,"Sri Lanka","G / FI",28,0,0,0,0,0,0,,55,0
2018,"New Zealand","Sri Lanka","G / FI",16,0,42,*,0,22,*,27,31,0
2018,Panama,"Sri Lanka","G / FI",*,*,7,0,0,0,0,,8,7
2018,Peru,"Sri Lanka","G / FI",7,0,0,0,0,0,*,*,6,0
2018,Philippines,"Sri Lanka","G / FA",*,0,0,0,0,0,*,*,0,0
2018,Poland,"Sri Lanka","G / FI",*,0,*,0,0,*,*,*,*,0
2018,Poland,"Sri Lanka","G / AR",0,0,*,0,0,*,0,*,0,0
2018,Portugal,"Sri Lanka","G / FI",0,0,10,0,0,0,10,10,0,0
2018,Romania,"Sri Lanka","G / RA",0,0,5,0,0,0,0,,0,0
2018,Romania,"Sri Lanka","G / FI",7,7,12,0,0,26,*,27,*,0
2018,Senegal,"Sri Lanka","G / FA",87,87,0,0,0,0,81,81,6,6
2018,"Serbia and Kosovo (S/RES/1244 (1999))","Sri Lanka","G / FI",0,0,*,0,0,0,*,*,0,0
2018,Slovakia,"Sri Lanka","G / FA",0,0,0,0,0,*,0,*,0,0
2018,Slovenia,"Sri Lanka","G / FI",0,0,6,0,0,0,6,6,0,0
2018,Sweden,"Sri Lanka","G / RA",*,0,*,0,0,*,*,5,*,0
2018,Sweden,"Sri Lanka","G / FI",22,0,40,0,0,11,16,27,34,0
2018,Sweden,"Sri Lanka","G / JR",14,0,17,0,0,18,0,18,13,0
2018,"Syrian Arab Rep.","Sri Lanka","U / FI",*,*,0,0,0,0,0,,*,*
2018,Togo,"Sri Lanka","G / FI",6,6,0,0,0,*,0,*,*,*
2018,Thailand,"Sri Lanka","U / RA",*,*,0,0,0,0,0,,*,*
2018,Thailand,"Sri Lanka","U / FI",25,25,18,*,0,7,18,27,16,16
2018,Thailand,"Sri Lanka","U / AR",25,25,10,*,0,15,6,25,10,10
2018,Turkey,"Sri Lanka","U / FI",6,0,*,0,0,0,*,*,9,*
2018,Ukraine,"Sri Lanka","G / FI",24,14,7,0,0,0,6,6,25,25
2018,Ukraine,"Sri Lanka","G / JR",40,28,*,0,0,*,0,*,41,7
2018,"United States of America","Sri Lanka","G / EO",118,0,106,29,0,32,10,71,137,0
2018,"United States of America","Sri Lanka","G / IN",962,0,195,29,0,153,45,227,943,0
2018,"United States of America","Sri Lanka","G / AR",468,0,207,32,0,15,23,70,544,0
2018,"South Africa","Sri Lanka","G / FI",0,0,7,0,0,0,0,,7,0
2018,Brazil,Lesotho,"G / FI",*,0,0,0,0,0,0,,*,*
2018,Canada,Lesotho,"G / FI",*,0,0,0,0,0,0,,*,0
2018,"United Kingdom",Lesotho,"G / AR",0,0,*,0,0,*,0,*,0,0
2018,"United Kingdom",Lesotho,"G / FI",*,0,*,0,0,*,0,*,*,0
2018,Indonesia,Lesotho,"U / FI",*,*,*,0,0,0,*,*,0,0
2018,Ireland,Lesotho,"G / FI",*,0,*,0,0,*,0,*,*,0
2018,Israel,Lesotho,"G / FA",*,0,*,0,0,*,0,*,6,0
2018,Italy,Lesotho,"G / FI",19,0,0,0,0,*,0,*,17,0
2018,Malaysia,Lesotho,"U / FI",0,0,*,0,0,0,0,,*,*
2018,"United States of America",Lesotho,"G / IN",0,0,*,0,0,0,0,,0,0
2018,"South Africa",Lesotho,"G / FI",0,0,*,0,0,*,0,*,0,0
2018,Austria,Lithuania,"G / FA",0,0,*,0,0,0,*,*,0,0
2018,Belgium,Lithuania,"G / FI",0,0,5,0,0,0,0,,5,0
2018,Brazil,Lithuania,"G / FI",*,0,*,*,0,0,0,*,*,0
2018,Canada,Lithuania,"G / AR",*,0,*,0,0,*,0,*,*,0
2018,Canada,Lithuania,"G / FI",14,0,*,*,0,7,5,13,*,0
2018,Switzerland,Lithuania,"G / RA",0,0,*,0,0,0,0,,0,0
2018,Switzerland,Lithuania,"G / FI",*,0,0,0,0,*,*,*,0,0
2018,Germany,Lithuania,"G / NA",0,0,*,0,0,*,0,*,0,0
2018,Germany,Lithuania,"G / RA",0,0,*,0,0,0,*,*,0,0
2018,Denmark,Lithuania,"G / FI",*,0,*,0,0,*,0,*,*,0
2018,Denmark,Lithuania,"G / AR",*,0,*,0,0,*,0,*,0,0
2018,Spain,Lithuania,"G / FI",0,0,*,0,0,0,0,,0,0
2018,Finland,Lithuania,"G / FI",0,0,*,0,0,*,0,*,0,0
2018,France,Lithuania,"G / RA",0,0,*,0,0,0,0,,0,0
2018,"United Kingdom",Lithuania,"G / FI",7,0,*,0,0,5,0,5,*,0
2018,Norway,Lithuania,"G / FI",0,0,*,0,0,0,*,*,0,0
2018,Peru,Lithuania,"G / FI",0,0,*,0,0,0,0,,*,0
2018,Poland,Lithuania,"G / AR",0,0,0,0,0,*,0,*,0,0
2018,"Russian Federation",Lithuania,"G / TA",0,0,*,0,0,0,0,,*,*
2018,Sweden,Lithuania,"G / JR",7,0,0,0,0,0,0,,7,0
2018,"United States of America",Lithuania,"G / EO",16,0,22,0,0,0,0,,31,0
2018,"United States of America",Lithuania,"G / IN",30,0,*,0,0,*,9,11,26,0
2018,"United States of America",Lithuania,"G / AR",5,0,0,0,0,0,0,,5,0
2018,Canada,Luxembourg,"G / AR",0,0,*,0,0,0,0,,*,0
2018,Canada,Luxembourg,"G / FI",0,0,0,0,0,*,0,*,0,0
2018,Argentina,Latvia,"G / FI",*,*,0,0,0,0,0,,*,0
2018,Australia,Latvia,"G / AR",*,0,0,0,0,0,0,,*,0
2018,Belarus,Latvia,"G / FI",0,0,*,0,0,0,0,,*,0
2018,Brazil,Latvia,"G / FI",*,0,*,0,0,0,0,,*,0
2018,Canada,Latvia,"G / FI",8,0,*,*,0,0,*,5,6,0
2018,Canada,Latvia,"G / AR",*,0,0,0,0,5,0,5,0,0
2018,Switzerland,Latvia,"G / FI",0,0,0,0,0,0,*,*,0,0
2018,Switzerland,Latvia,"G / RA",0,0,*,0,0,0,0,,0,0
2018,"Czech Rep.",Latvia,"G / FI",0,0,*,0,0,0,*,*,0,0
2018,Germany,Latvia,"G / JR",6,0,5,0,0,0,6,6,*,0
2018,Germany,Latvia,"G / NA",5,0,*,0,0,6,0,6,*,0
2018,Denmark,Latvia,"G / FI",0,0,*,0,0,0,0,,0,0
2018,Finland,Latvia,"G / FI",0,0,*,0,0,*,0,*,0,0
2018,"United Kingdom",Latvia,"G / AR",0,0,*,0,0,0,*,*,0,0
2018,"United Kingdom",Latvia,"G / FI",*,0,6,0,0,7,0,7,*,0
2018,Greece,Latvia,"G / FI",0,0,*,0,0,*,0,*,0,0
2018,Iceland,Latvia,"G / AR",0,0,*,0,0,*,0,*,0,0
2018,Iceland,Latvia,"G / FI",0,0,*,0,0,*,0,*,0,0
2018,Israel,Latvia,"G / FA",*,0,*,0,0,*,*,*,*,0
2018,Norway,Latvia,"G / AR",*,0,*,0,0,0,0,,*,0
2018,Norway,Latvia,"G / FI",0,0,*,0,0,*,0,*,0,0
2018,"Russian Federation",Latvia,"G / TA",*,*,*,0,*,0,*,*,*,*
2018,"Russian Federation",Latvia,"G / FI",*,*,0,0,0,0,*,*,0,0
